id,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,song_popularity
625,138593,0.100962518,0.675894326,0.913005298,0.003284014,10,0.429345387,-4.332076808,1,0.043967447,127.4666337,3,0.692579921,0
626,214187,0.005869666,0.387370058,0.769973342,0.001652431,0,0.218134867,-6.624185035,1,0.039404577,99.98243772,3,0.412916452,1
627,231900,0.04829638,0.473948438,0.540278282,0.001007808,5,0.205258846,-12.00511951,0,0.367853018,74.63347623,3,0.503671016,1
628,260744,0.154100395,0.703062962,0.692349265,0.001921153,,0.119930427,-8.000206227,0,0.028907767,126.0060114,4,0.19764003,0
629,271138,0.051847512,0.245657089,0.980514541,0.001571844,7,,-2.0633299,0,0.033153208,110.8712685,4,0.749293437,0
630,184726,0.170490171,0.510920698,0.868634017,0.000166146,,0.12432917,-7.081959344,0,0.282110781,101.4301029,3,0.600841017,1
631,212694,0.130483568,0.843909851,0.663186054,0.000607619,8,0.115578401,-6.568527822,1,0.093859192,121.0697533,4,0.953690016,1
632,222576,0.101490994,0.705499181,0.496844286,0.000865315,0,0.170609874,-10.46776374,0,0.069093012,98.51880294,4,0.729924173,1
633,132589,0.054810351,0.768173608,0.621910831,0.12349292,2,0.13833168,-11.04884439,0,0.045583455,123.9093847,3,0.535250485,0
634,213129,0.953394083,0.545835659,0.25860451,0.284091322,5,0.111027103,-13.80393362,0,0.062295851,156.2565743,3,0.103491772,0
635,,0.038122404,0.530327242,0.745477123,-0.000845472,1,0.139372665,-3.011733845,1,0.040612209,92.54062906,4,0.628380231,0
636,,,0.635766342,0.807468304,0.00143599,9,,-2.70355672,0,0.198192152,121.8797726,4,0.770340187,0
637,167427,0.266505912,0.587570383,0.841396789,-0.000490672,0,0.188661235,-7.036566642,1,0.045898015,107.3872999,3,0.768426384,0
638,165432,,0.620844162,0.93401274,0.002859317,5,0.121400905,-4.607497624,0,0.037181907,126.4969981,3,0.581759988,0
639,217534,,0.327017775,0.494445803,0.004922981,2,0.194801467,-11.12903873,1,0.029645886,101.9443227,3,0.323282897,1
640,228301,0.374895946,0.721608588,0.76757425,,10,,-10.99481939,1,0.093833936,118.5919838,4,0.463617549,0
641,84136,-0.008051347,0.838506055,0.581563048,0.002110451,10,0.121884072,-11.05978197,0,0.24282805,160.9630802,3,0.620132996,0
642,187119,0.024353162,0.717767741,0.805379734,0.354201023,2,0.112975077,-9.534392527,0,0.034230456,85.91792531,3,0.538226945,0
643,,,0.612862371,0.807854522,-0.000302448,5,0.115422371,-2.984513387,0,0.161234424,93.88968911,4,0.708772033,0
644,141914,0.068187146,0.69616333,0.641691673,0.001555767,0,0.103737845,-8.500181898,1,0.12842545,141.9271326,3,0.884530046,1
645,238187,,0.407890907,0.706125697,0.004491997,2,0.071526269,-13.46687927,0,0.027922361,121.9448611,4,0.576893407,0
646,133021,0.497421663,0.768859901,0.255057961,0.001900119,10,0.175512537,-11.46120891,0,0.043185435,154.0795476,3,0.397978935,0
647,160967,0.050621578,0.272310444,0.842851561,,6,0.291685481,,1,0.047648673,121.058762,4,0.547558203,0
648,154206,0.22987079,0.495383658,0.686329449,0.000472573,4,,-7.371025894,1,0.037580561,155.4383287,4,0.384099905,0
649,195975,0.008274739,0.406575031,0.916478961,0.157295078,0,,-4.742471885,0,0.044348949,105.1682789,4,0.961915643,0
650,178107,0.051331258,0.333049404,0.246330239,0.001846228,0,0.131276014,-7.964951372,0,0.032071182,78.27068556,3,0.692424944,0
651,232396,0.599654721,0.526853013,0.682411296,0.00298791,5,,-4.165657936,0,0.110412536,90.93317901,3,0.654859387,0
652,186174,0.353330226,0.631125896,0.633218117,0.028115775,3,0.537972577,-4.602604554,1,0.04283482,103.5971033,3,0.432119512,1
653,142719,0.103021041,0.622090727,1.000193638,0.004224163,8,0.18705895,-2.454210738,0,0.095833682,123.9798047,4,0.518133714,0
654,198271,0.041269721,0.283637592,0.894498608,0.005491889,0,,-5.187164182,0,0.039660841,180.2219529,4,0.249999381,0
655,64837,0.983994972,0.287901721,,0.005915839,,0.11793238,-17.96685077,1,0.039422947,90.08794207,3,0.165649143,0
656,86751,0.957760255,0.387495563,0.480912372,0.956058466,2,0.173177939,-20.41915759,1,0.039077604,124.4725506,3,0.071710506,0
657,153313,,0.687869339,0.442560724,0.044275703,10,0.422664616,-6.665656785,1,0.088851095,161.4823711,3,0.571148814,0
658,57514,0.946803311,0.727725729,0.30373896,0.002441838,0,0.108502055,-16.26861298,0,0.03302005,87.003228,3,0.751800095,0
659,195488,0.011605412,,0.779959985,,7,0.13334485,-3.668289405,0,0.047565063,125.7214332,4,0.486964885,1
660,187323,0.393052199,0.454782468,,6.86E-05,5,,-3.875252525,0,0.045919829,127.5575779,3,0.775192601,1
661,250408,0.022126572,0.282156757,0.916174856,0.00350011,5,0.113599778,-4.095874696,1,0.05077343,131.5593575,3,0.342561124,0
662,,0.053167484,0.518351075,,0.00040826,7,0.148776183,-2.82959292,1,0.045522435,98.21799105,3,0.985016444,0
663,167982,,0.794180152,0.828206284,0.001266514,10,0.159158706,,0,0.185731987,113.5115098,4,0.797253327,1
664,309266,0.648088666,0.331527077,0.630537895,0.002699744,3,0.231247582,,0,0.038433797,123.7146408,3,0.848937045,0
665,223190,0.511339977,0.513785561,0.651579109,0.00170243,1,0.573265277,,1,0.072105911,119.5770013,3,0.669611344,0
666,163416,0.037665858,,0.685241852,0.030021717,6,0.120290599,-10.0913854,0,0.039679548,120.3771296,4,0.798398377,0
667,192876,0.005998723,0.448443168,,0.505985793,4,0.74574239,-5.012021166,1,0.055853741,169.0382068,4,0.641153141,0
668,180379,0.521678975,0.772102886,0.967459708,0.000488749,1,0.262793947,-5.652267251,0,0.082729218,100.6087229,3,0.71313467,0
669,115645,0.046395655,0.632198892,0.880132129,0.00207303,9,0.357494827,-7.989334143,0,0.217944962,116.0237073,4,0.652782613,1
670,,0.170386562,0.507072678,0.580523081,0.001821463,9,,,0,0.023864035,103.4681189,3,0.403745906,1
671,175819,0.914341587,0.221476896,0.426276997,0.00376975,3,0.160428576,-9.57528406,1,0.042888445,92.59977353,3,0.370581975,0
672,253277,0.646054208,0.704294463,0.601133825,0.001424557,0,0.300271071,-11.37722393,1,0.074085402,82.58338147,3,0.530860354,1
673,174570,0.977626872,0.289261394,0.367261107,,0,,-11.32525282,1,0.038020469,75.81211431,3,0.289853999,0
674,196202,0.017471302,0.659106421,0.903448413,0.002082446,6,0.240983307,-3.235752414,0,0.057127613,126.9323048,3,0.487255516,0
675,150229,0.935122197,0.152816314,0.206320463,0.005178583,2,0.106565195,-13.02987373,0,0.039779304,83.4313279,3,0.509580339,0
676,186042,0.044143619,,0.899606143,,2,0.169734778,-5.540850624,1,0.092642818,121.725872,4,0.577773505,0
677,202416,0.380163974,,0.407814777,0.002812386,,0.103836189,-11.90886556,1,0.104079953,120.0733143,4,0.337161927,0
678,158708,0.05684856,0.790227071,0.540396959,0.004447084,5,0.278029376,-7.487261073,0,0.062869606,89.63109746,4,0.96166944,0
679,268637,0.662463768,,0.907988959,0.338816641,,0.079288554,-12.46771391,0,0.040827766,84.79909407,3,0.386814045,0
680,148637,0.091154198,0.662398489,0.862734842,0.00235803,10,0.912608296,-6.274328239,0,0.073963724,120.6644003,3,0.580560343,0
681,243045,0.651465581,0.366268839,0.50223619,0.002542965,0,0.113923119,-7.678703811,0,0.035316732,84.96445848,4,0.347972616,1
682,,0.920461841,0.439389247,0.12691936,0.003834123,,0.117663877,-19.05454937,1,0.033489336,108.8414628,3,0.580378831,0
683,218076,0.012691245,0.397400429,0.963226675,0.002544571,9,0.114400245,-1.918150695,0,0.058772995,119.7113894,4,0.184467998,1
684,148951,0.008614673,,0.866288747,-0.001125098,7,0.077980473,-4.897474483,0,0.036202996,158.6977202,4,0.439096239,0
685,203611,0.133677911,0.610356408,0.892488735,0.000824145,9,0.62511034,-7.812955601,1,0.056546491,122.1407454,4,0.560589752,1
686,132815,0.069520578,0.577379645,0.473308567,0.005017353,7,,-10.75820304,1,0.056759235,90.3490697,4,0.285627368,1
687,,0.011791766,0.570493067,,,10,0.29131565,,0,0.145411561,125.6241716,4,0.281351641,1
688,299481,0.170640354,,0.550428334,0.001291602,10,0.110086602,-9.16900973,1,0.049046404,99.42589761,4,0.316012678,1
689,,,0.696199583,0.798507352,-0.000546869,8,0.107368789,-4.467738665,0,0.097807339,129.9953573,4,0.935852304,0
690,193583,0.025216733,0.470805863,0.944816623,0.000980297,0,,-5.471274033,0,0.210416612,97.0220691,4,0.965715636,1
691,259043,0.554013231,0.445921464,0.465022353,0.000388403,0,0.138883811,-7.025841211,1,0.055989029,89.66332111,3,0.38023533,1
692,178072,0.441914262,0.570309775,0.75510851,0.002801449,2,0.096261014,-9.666729276,0,0.034208205,100.5997985,2,0.624717727,0
693,286537,0.31000589,0.118727623,0.37795416,0.632496909,2,0.255428816,-5.529076288,0,0.033349839,170.2465531,3,0.727089752,0
694,192111,0.241763273,0.719637138,0.942278419,0.00293743,1,0.210123114,-2.957720571,0,0.200880165,170.6955929,3,0.686148868,1
695,303954,,0.375280184,0.894016166,0.004703714,5,0.07424663,-6.832130997,0,0.036367497,113.6726763,4,0.139012317,0
696,307754,0.014472104,0.181769386,0.829179763,0.000533987,10,,-4.01209216,0,0.052327939,181.033645,4,0.644320783,1
697,186565,0.067629197,0.70456577,0.413147778,-0.00019693,5,0.109109852,-3.262845523,1,0.050625521,88.23961073,4,0.322634196,1
698,290319,0.047639576,0.654372657,0.53158817,0.000587004,10,0.171196022,-9.613845614,1,0.230158163,94.21569774,3,0.677804338,0
699,153299,0.587986818,0.696362586,0.375454468,0.002290413,,,,0,0.069959489,108.0791486,3,0.518583527,1
700,308859,0.016766715,0.312043098,0.917319951,0.004905687,0,0.203308353,-1.803279221,0,0.030420755,123.2064245,4,0.893872743,0
701,190634,0.006878531,0.462843811,,0.003088076,10,0.40384368,-5.70790608,1,0.196801997,167.0738042,4,0.569401677,1
702,192506,0.467655321,0.407567979,0.38567755,,10,0.123602036,-5.901071685,1,0.061501028,75.78049163,3,0.291726521,0
703,90565,0.925356363,0.565318384,0.558008882,0.003402581,,0.105573551,,0,0.053348767,94.2804841,3,0.324765617,1
704,211481,0.30855641,0.725648433,,,1,0.094629899,-5.18112668,0,0.167011156,101.3890126,3,0.595461904,0
705,182692,0.018974663,0.860739602,0.868617718,0.002726028,5,0.11164784,-6.500022516,0,0.040753394,118.1282989,4,0.820349209,0
706,181807,0.0665671,0.290316819,1.009775866,0.00050069,9,0.150457027,-1.700679706,0,0.108494097,138.9294129,4,0.853470485,0
707,225306,0.235530203,0.538324091,0.770272315,0.00180459,9,,-5.5744032,0,0.073744437,118.8682325,4,0.859997101,0
708,201326,0.235116708,,0.671587097,0.001546616,8,0.042541858,-6.983023351,1,0.037005224,103.0120045,3,0.937568438,0
709,172887,0.159104875,0.789571734,0.681134063,0.000909116,4,0.127123011,-9.413598154,0,0.095985924,89.81194557,3,0.338720363,1
710,175656,0.260595151,,0.817966343,0.003817163,10,0.084212415,,0,0.188209508,93.04634007,3,0.646321063,0
711,,0.052008691,0.69756078,0.856503672,0.000766905,10,0.108122545,-5.614644125,0,0.037713994,110.020508,4,0.67782361,1
712,240764,0.015948283,,0.783909723,0.897855588,2,0.129110883,-4.468745922,0,0.06262742,102.265831,4,0.609083797,1
713,163687,0.033719004,0.603195165,,0.00204765,5,0.067797805,-3.804107421,0,0.037005167,175.9978437,4,0.792723301,0
714,152335,0.102182146,0.755962296,,0.003114207,4,0.163376699,-11.56388248,0,0.201864308,132.4587892,3,0.746901795,0
715,259053,0.023554536,0.623105937,0.672730511,0.001719266,9,0.41356908,-4.106544348,0,0.078799276,151.7985385,4,0.731366409,0
716,199792,0.088944071,0.813902523,0.554594148,0.001366962,10,0.239005551,-6.876299687,0,0.092833461,80.8340746,3,0.552946929,0
717,235622,0.234872371,0.539995294,0.969398486,0.00372124,4,0.357050497,-4.427330618,0,0.026463475,115.7239065,3,0.685954003,0
718,219388,0.155719608,0.318560819,0.869260302,0.000355192,,0.109767235,-4.745964389,0,0.095890796,102.7113765,3,0.531034968,0
719,176951,0.654379309,0.793798254,0.379480942,0.000109301,8,0.180624265,-2.727449506,1,0.242793978,102.9951913,2,0.661968859,0
720,223353,0.261038833,0.852433699,0.407359547,-0.00025319,8,0.112039788,-4.734351429,0,0.045712073,79.51825704,3,0.415815428,0
721,144889,0.94536028,,0.226301799,0.003573665,6,0.107981042,-12.46488521,0,0.04669564,106.9387184,3,0.412906492,1
722,166936,0.013469829,,0.946719243,0.001590475,6,0.081184455,-3.534495457,0,0.135103024,122.9676491,3,0.55270823,0
723,127380,0.041250119,,0.451672973,,6,0.154576902,-4.131202437,0,0.223716211,103.8338087,3,0.693592833,0
724,209732,0.214391393,0.592020941,0.608854649,0.00159424,4,0.116245541,-10.35704222,0,0.119401159,152.7098314,3,0.917793753,1
725,148755,0.093670024,0.717007287,0.939718523,0.003479894,,,-6.227378866,0,0.126188712,117.4980617,4,0.868233802,0
726,177440,0.912225379,,0.584702703,0.000875914,2,0.126307397,-12.37409028,1,0.054009737,91.31354098,3,0.552689301,1
727,233253,0.155036567,0.554795998,0.837952944,0.003505762,9,0.422459541,-8.502152283,1,0.052165,96.3640743,3,0.597620974,0
728,216151,,0.785770654,0.515310776,0.000109383,9,0.121429252,-6.320310898,0,0.165397131,96.88012594,3,0.6305571,1
729,195966,0.501045901,,0.455202256,,3,0.171155771,-5.956624188,1,0.029965791,87.02534943,4,0.601744532,1
730,180985,0.267376144,0.409586771,0.405779836,,2,0.209640084,-9.296808596,0,0.043411267,80.81198332,4,0.535089356,0
731,301012,0.020481657,0.495656998,,0.002237355,9,0.130338835,-6.24611209,0,0.219847733,90.017389,3,0.686733768,0
732,256044,0.011586433,0.724804568,,0.00074196,9,0.326265501,-4.75559916,0,0.069788376,124.7003978,4,0.609040845,0
733,165477,0.18206355,0.628220429,0.940607287,0.001775629,5,0.1164946,-4.332272654,0,0.034890893,112.6154855,3,0.727394926,0
734,185710,0.781510781,0.315846097,,0.004076966,2,,-11.36444706,0,0.038611328,127.1429081,4,0.867800705,0
735,169581,0.053118927,0.692852168,0.931526113,0.002966794,11,0.75957207,-4.850035426,0,0.035128251,118.0944866,4,0.802030863,1
736,252083,0.457416703,0.677676939,0.678319331,-0.00051531,,0.412236778,-6.754867811,0,0.027413225,137.1459646,3,0.932460296,0
737,191732,0.555614847,0.488424687,0.467430816,0.001940279,0,0.78387856,,0,0.037495072,89.08771479,3,0.257923774,1
738,,,0.350904298,0.525511958,,,0.189663728,-11.93488409,1,0.044440719,141.376861,3,0.456368174,0
739,148152,0.927694303,,0.289496965,0.000725219,3,0.121102299,-4.558398764,1,0.058256861,94.35471517,4,0.543996061,0
740,168471,0.237641559,0.660542679,0.931094612,0.001849303,6,0.192617166,-3.330154105,0,0.145753509,126.558289,3,0.625860244,0
741,182296,0.063144724,0.668099504,0.948214804,0.001676609,9,0.184607443,-4.966579282,0,0.044277302,113.4659534,4,0.715063251,0
742,178230,0.29656803,0.69555947,0.558578513,0.00273351,10,0.146446375,-7.819443548,1,0.233190543,100.973996,3,0.940596618,1
743,173197,0.080033133,0.572282706,,0.026658972,0,0.165799592,-11.16239231,1,0.260477926,84.29438767,3,0.907148671,1
744,152274,0.032942734,0.656852942,0.922730888,0.00356276,5,0.244885494,-3.459362258,0,0.030020644,117.5376654,3,0.591905669,1
745,358096,,0.841289579,0.769199595,0.001539895,6,0.207315316,-5.128477274,0,0.293228511,106.4781998,3,0.705176027,0
746,226106,0.057044686,0.609577784,0.93038122,0.003394157,1,0.102216286,-3.411460595,0,0.084562664,170.4801902,4,0.78449683,0
747,150418,0.669255216,0.67811484,0.66447364,0.001427485,2,0.103008336,-7.225569076,0,0.062589884,152.505802,4,0.585895927,0
748,,0.505937813,,0.536960796,,10,0.094538058,-12.02592903,1,0.030159577,125.1538533,3,0.498141692,0
749,364230,0.031694081,0.424720121,0.597195619,0.001068887,2,0.129844957,-8.159082819,0,0.043814228,155.8455883,2,0.668765986,1
750,169905,0.032626273,0.590626331,0.991495373,0.002820797,6,0.126226329,-2.31538372,0,0.081260862,119.7541081,4,0.6566354,1
751,185751,0.732109867,0.799608315,0.514918192,0.691947269,10,0.32973174,-7.384862615,0,0.249303401,147.4418929,3,0.793457963,0
752,178681,0.197602653,0.832953823,0.751432832,0.002305281,0,,-7.289294097,0,0.041302933,115.7372642,3,0.934307332,0
753,158946,0.117461158,,0.704073103,0.000544665,8,0.141177536,-3.856971972,1,0.17709775,90.56197964,3,0.627735657,0
754,283908,0.938704877,0.814302732,0.424190079,0.004024453,4,0.118183865,,1,0.03351076,87.10403401,4,0.218358808,0
755,166906,0.451414097,0.776476975,0.424638829,0.000781742,,0.136539804,-9.173786084,0,0.379125452,76.25142407,3,0.200976765,0
756,190858,0.548782818,0.81265472,0.630164158,0.003330523,10,0.178653629,-7.327436971,1,0.042950413,87.49157296,3,0.695525141,0
757,250449,0.274974209,0.713505356,0.898354369,0.000762405,4,0.114065663,-6.456692843,0,0.047564373,115.4707935,4,0.603331324,0
758,227728,0.9197612,0.369944809,0.413184468,0.003739498,6,0.06014619,-11.42343676,0,0.03272965,125.8015198,3,0.495054554,0
759,207812,0.980935367,,0.530478643,0.004952914,10,0.122172976,-10.10629218,1,0.029591032,94.01494086,3,0.14903306,0
760,183307,0.107629645,0.780988416,0.665699993,-9.95E-05,8,0.082748017,-4.91847665,0,0.050135857,132.6153718,3,0.731325505,1
761,169243,0.074128379,0.412157165,0.823521196,-0.000292212,9,0.570093111,-5.306317758,0,0.16010703,174.5552289,4,0.82176251,1
762,174127,0.003767348,0.732722641,0.638106053,0.688468434,10,0.178375136,-9.002095662,1,0.053728162,87.32481119,3,0.483413887,1
763,179428,0.143688271,0.812659893,0.440055783,0.000673994,6,0.081662896,-9.509441984,1,0.050192826,159.2072947,4,0.8096664,0
764,162472,0.065422259,,0.594157205,0.001654291,4,0.304745172,-7.021257893,0,0.038788914,98.2954128,4,0.750526965,0
765,170177,0.088353,0.74200266,0.843641773,0.000361244,6,0.112987474,-6.202755018,0,0.176678492,103.0467383,3,0.738336825,0
766,211252,0.330352325,0.435593309,0.874445039,0.001823128,5,,-7.758445201,0,0.314454251,155.1093918,4,0.398421318,0
767,107982,0.657676977,0.672631166,,0.002840451,1,0.174754202,-7.633458293,0,0.042254153,73.03115339,4,0.74555091,1
768,171244,,0.716990752,0.868005885,0.003478451,6,0.114901505,-5.581018683,0,0.029494101,124.0940194,4,0.931015566,1
769,192336,,0.502547697,0.521697976,,9,0.654997175,-11.39754884,1,0.04397948,128.6616928,3,0.383173131,1
770,196169,0.087580891,0.80495852,0.678225707,0.001027842,0,,-6.469133364,1,0.121452527,76.86905879,3,0.205456023,1
771,145916,0.01839559,0.727937815,0.757424642,0.001773449,4,0.298694596,-7.187775367,0,0.077803755,166.5439322,3,0.566725082,1
772,182054,0.235353547,0.320306417,0.610969154,0.000941056,,0.117360299,-2.949131462,1,0.06229654,160.5444963,3,0.133043556,1
773,242167,,0.706349438,0.666099635,0.002338203,0,,-5.612693186,0,0.046520252,81.6548381,3,0.920682991,1
774,,,0.730805509,0.851968447,0.002173257,6,0.067770532,-7.63276878,0,0.045129962,120.4528598,4,0.458887469,1
775,183154,0.169792283,0.577317216,0.985260823,0.002191683,6,0.500332528,-6.179197514,0,0.039911202,117.2750644,3,0.890777565,1
776,204785,0.1870356,0.781355072,0.745900938,0.001757239,10,0.194533459,-5.928670464,0,0.15726291,82.77862979,4,0.6272863,0
777,196776,0.288552686,0.678184128,0.6168227,0.003517837,5,0.109403846,-5.795801382,0,0.068200322,90.55063276,3,0.543024714,1
778,179514,0.322504262,0.73225798,0.848431369,0.001200899,4,0.546229402,-4.492977878,1,0.029906955,112.5682482,3,0.836125808,0
779,160103,0.007120692,0.621916696,0.880220495,0.001082943,9,0.195576413,-4.41475224,0,0.295603804,142.7957769,4,0.680999086,0
780,183967,0.044049934,0.486571965,0.954490949,0.001921509,6,0.232761203,-4.086514171,1,0.093563679,173.8877651,4,0.826952673,0
781,145813,0.071748884,0.776166732,0.808946456,0.00225484,3,0.255717797,-7.268872511,1,0.10208663,118.886966,3,0.873102841,1
782,198269,,0.647769628,0.924500848,0.002833985,,0.200587622,-5.325519957,1,0.174354812,128.4686013,3,0.750505282,1
783,230978,0.010411101,0.832075829,0.689448124,0.002595873,6,0.129938946,-5.177676007,0,0.085126227,113.6536694,4,0.968229362,0
784,173671,0.064502445,0.842823893,0.749578495,0.000461054,8,0.102810365,-4.357646027,0,0.042258703,101.8807625,3,0.601946825,1
785,243840,0.062772834,0.412561067,0.656219221,0.00226294,6,0.343613513,-4.686828044,1,0.050834576,87.27101587,3,0.331689021,0
786,222154,0.010628729,,0.415307614,0.002229411,1,0.182040169,-12.11536016,1,0.240074289,122.320836,3,0.547221877,1
787,161238,0.069756175,0.769208004,0.543021128,0.002521835,3,0.113765257,-6.132324996,0,0.091706945,78.05678827,4,0.669707205,0
788,216619,0.559051615,0.355457985,0.374701099,0.003133128,1,0.127492403,-9.441817813,0,0.037600013,74.82347017,5,0.770726067,0
789,188996,0.08337699,0.629243103,0.942698286,-0.000547169,10,0.134436308,-4.671338585,0,0.023436458,121.1564496,3,0.250690386,1
790,232350,0.130657023,0.833136935,0.659619612,-0.00058299,10,0.230034688,-7.50089158,0,0.140469764,129.223528,4,0.843038281,1
791,,0.009519173,0.636434453,0.99305531,0.003288099,9,0.126088804,-3.98604143,0,0.045249603,112.379544,4,0.578088826,0
792,168818,0.069563851,0.846410556,0.552076164,0.001271036,,0.098952674,-6.18655102,0,0.231847711,80.28893299,3,0.951968545,0
793,163852,0.032310274,,0.880659986,0.000583418,7,0.252470565,-3.339780472,1,0.312853881,129.0323251,3,0.924742807,1
794,191441,0.922600072,0.436100119,0.302826106,0.345242399,1,0.174883232,-10.48253264,1,0.074720926,93.62759568,3,0.095172522,0
795,279480,0.945714958,0.670892647,0.401594058,0.095457788,6,0.119831141,,1,0.039995506,92.09437535,3,0.325483386,0
796,287676,0.656744733,0.766877133,0.594981444,0.001938423,8,0.090835028,-3.299361208,0,0.037652524,90.51152549,3,0.578085556,0
797,177088,0.058112133,,0.719400865,0.000363927,9,0.109934074,-10.26035892,1,0.047388288,159.1412256,4,0.868687388,1
798,,0.920176165,0.768327791,0.337603184,0.002653848,,0.17626395,-14.06364611,1,0.036493938,144.4629389,3,0.366045059,1
799,257492,0.664421509,0.561605528,0.59812089,0.002610366,9,,-11.43070588,0,0.036067877,124.1479729,4,0.293550687,0
800,208395,0.113064722,0.67726271,,0.000386415,6,0.472361948,-4.36906401,0,0.034790546,125.590407,4,0.580638304,0
801,167218,0.035175444,0.303724955,0.962637412,0.00354828,7,0.373278599,-4.069977583,0,0.039444871,116.6327834,4,0.67842435,0
802,160117,0.328878821,0.847617197,0.631526939,0.00248964,10,0.595003058,-6.004287401,1,0.222545854,77.88598224,3,0.722404979,1
803,189953,0.03241653,0.179253514,0.732535127,0.003558309,0,0.083516268,-7.463106542,0,0.06502498,91.02327718,4,0.287030633,1
804,179746,0.049372649,0.57806651,0.879039848,0.002357226,9,0.108406741,-3.300130976,1,0.247824612,108.4200659,4,0.333663668,0
805,179961,0.021856363,0.42878201,0.610842537,0.001608829,0,0.118803759,-4.297901017,0,0.031625319,104.3572446,3,0.453473647,0
806,167456,0.120430439,0.519908202,0.999251286,0.003144148,6,0.114230182,-3.942209255,1,0.082187181,121.937928,4,0.69084611,1
807,198546,-0.006399491,0.260371554,0.830982083,0.003388938,0,0.66021328,-4.940694945,1,0.0495668,177.0861627,4,0.370192669,0
808,133735,0.743837288,0.841549225,0.670871334,0.000136135,7,0.10121549,-4.217081344,1,0.228788249,86.80717678,4,0.765478741,1
809,178446,0.620511639,0.828828294,0.490253453,-0.00047926,4,0.221285059,-7.078430344,0,0.037340403,85.24488733,3,0.707444876,0
810,279946,0.374531952,0.191568922,0.874585279,0.002641307,,0.126239967,-6.463429108,0,0.212932163,74.73525824,4,0.279885507,1
811,163233,0.035804718,0.649086342,0.976031785,0.002111273,9,0.356343273,-3.336955713,0,0.031329526,113.7791459,3,0.590019535,0
812,,0.093282718,0.2677614,0.744265377,0.002005701,7,0.114210867,,0,0.332303479,121.6567871,4,0.743711573,1
813,272818,,0.205791824,,0.002340081,4,,-4.229415426,1,0.043824778,100.0249863,4,0.528280505,0
814,240730,0.157288065,0.714262468,0.865965032,0.00058485,5,0.06422999,-3.296693702,0,0.059717326,184.9247812,4,0.667454187,0
815,151327,,,0.632898652,0.001080251,6,0.468145966,-5.053417378,0,0.037604647,97.75350096,3,0.741852931,1
816,208164,,0.22909927,0.574016012,0.001821637,6,0.116565427,-7.973150023,0,0.032043338,172.7531871,3,0.973214832,0
817,208929,0.068727299,0.69210067,0.395830518,-0.000400308,2,0.11023929,,1,0.038653537,155.4072682,3,0.665661683,1
818,,0.018716546,0.424693388,,0.003086375,4,0.086505147,-13.20530397,0,0.034564937,89.73760143,3,0.629182815,0
819,250608,0.074680095,0.704383838,0.845191947,0.000508555,7,0.099669109,-6.45364567,1,0.039006311,150.6932467,4,0.465761458,0
820,210506,0.012493352,0.207208526,0.791298969,0.00144454,0,0.120709156,-3.703743476,0,0.082922368,130.1577576,4,0.467557452,0
821,179416,0.439710853,0.572574299,0.418666801,,1,,-9.823308966,0,0.033022541,106.7881456,3,0.443800173,0
822,233627,0.163366282,0.238839043,0.849723813,0.00160421,6,0.511704578,-2.961025421,0,0.059462173,102.3496295,4,0.680183002,0
823,177094,0.068405044,0.71724155,0.872157351,0.001929176,,0.089269283,-3.239902371,0,0.050066714,105.3615327,4,0.917699258,1
824,168226,,0.419290006,0.869155528,0.12816598,9,0.111684094,-5.500378473,1,0.052784167,113.6472109,4,0.377202815,1
825,225963,0.013305388,0.434370091,0.934185961,0.00161943,7,0.278450193,-2.664154907,0,0.033587377,157.8587968,3,0.519881467,1
826,196279,0.01421674,0.674672899,0.841024621,0.001606767,2,0.606771462,-8.124029674,0,0.190801038,121.1422012,4,0.681564877,1
827,164294,0.294998849,0.55245276,0.596152585,0.0026132,7,0.120151235,,1,0.067051827,102.0333504,3,0.455826565,0
828,138730,0.010530756,0.76207119,0.930487265,0.003403268,9,0.102251202,-5.783295086,0,0.074577343,117.1562576,4,0.816215942,0
829,176527,0.259294354,0.834169459,0.622815701,0.003349497,,0.078228845,-7.182530029,1,0.213595213,88.26153539,3,0.831257576,0
830,195758,,0.326032128,0.458355678,0.134460067,,,-12.8691216,1,0.032963207,86.569422,3,0.421737076,0
831,366136,0.184261503,0.371208889,0.765125372,0.00223867,5,0.575451558,,0,0.045434748,129.5943946,4,0.351910124,0
832,163376,0.037813299,,,0.002263038,10,0.22080008,-4.596733883,1,0.044666385,103.698228,3,0.51445495,0
833,181089,0.03000844,,0.62264457,0.001341613,0,0.059588877,-6.069043922,0,0.043007683,93.26265012,4,0.633370937,0
834,179798,0.031263506,0.815528643,0.813980953,0.001828712,6,0.049044028,-5.049140638,1,0.03962186,103.3825684,3,0.839525778,0
835,181009,0.015519001,0.246229033,0.631461589,0.00176322,6,0.120037112,,0,0.023143639,111.2436209,4,0.389922729,0
836,,0.943962794,0.388500751,0.389884758,0.980792654,10,0.164476639,-23.2075592,1,0.036417573,94.86353137,3,0.129318688,1
837,197968,0.018471271,0.682667475,0.847417755,0.003309904,7,0.111845113,-10.68606049,0,0.032675672,68.81965908,3,0.050569726,1
838,275186,,0.71598407,,0.001103922,,0.339536109,,0,0.039190516,125.2508992,4,0.511065024,0
839,163306,0.601283768,0.672554968,0.304377557,0.000574882,0,0.126027512,-11.33616743,0,0.063154785,84.89011961,4,0.390289017,0
